genome_id,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,comments,additional_metadata,complete_mash_cluster,mlst,phylon,mobile_phylons
158836.1197,Enterobacter hormaechei strain G17,158836,Complete,G17,2021-07-27T00:00:00Z,PRJNA747900,SAMN20299883,GCA_019356035.1,"CP079939,CP079936,CP079937,CP079938",Henan Agricultural University,Complete,Illumina MiSeq; Oxford Nanopore,432.0x,A5-miseeq v. v20150522; CANU v. V1.4,1,3,4,4898175,55.135963,4793,4623,,2021-01-20,China,China:henan,duck,E. hormaechei G17,sample_type:mixed culture,3.0,354,,
550.3206,Enterobacter cloacae strain POL9,550,Complete,POL9,2021-11-16T00:00:00Z,PRJNA777726,SAMN22871632,GCA_020882135.1,"CP086408,CP086409,CP086410",Shandong First Medical University,Complete,Oxford Nanopore; BGISEQ,834.0x,Canu v. 1.5,1,2,3,5122200,54.712193,4908,4765,water,2020-08,China,China:Jinan,,Complete genome of POL9,sample_type:water,21.0,1523,cloacae,
550.3442,Enterobacter cloacae AVS0889,550,Complete,AVS0889,2022-02-14T00:00:00Z,PRJNA803974,SAMN25692586,GCA_022220405.1,"CP092042,CP092043,CP092044,CP092045,CP092046,CP092047",,Complete,Illumina MiniSeq; Oxford Nanopore MinION,210.0x,Unicycler v. v0.4.8,1,5,6,5163695,54.6578,5029,4840,river water,2021,Switzerland,Switzerland: river Lorze,,,sample_type:cell culture,21.0,1,cloacae,
158836.970,Enterobacter hormaechei strain Eho-4,158836,Complete,Eho-4,2020-12-10T00:00:00Z,PRJNA599404,SAMN13747510,GCA_015910285.1,"CP047740,CP047741,CP047742,CP047743,CP047744,CP047745,CP047746,CP047747,CP047748",Public Health Ontario,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,8,9,5522018,54.6757,5569,5290,urine,2012-02-18,Canada,Canada:Ontario,,"Epidemiological and microbiological analyses of clinical and environmental Verona Integron encoded Metallo beta Lactamase producing Enterobacteriaceae isolates demonstrate spread to local healthcare facilities and contamination of environmental water in Southern Ontario, Canada, which is probably due to horizontal gene transfer and clonal spread of blaVIM carrying Enterobacter hormaechei.",collected_by:Public Health Ontario,4.0,93,hormaechei-steigerwaltii-2,unchar-1
1812935.133,Enterobacter roggenkampii strain OIPH-N260,1812935,Complete,OIPH-N260,2021-01-05T00:00:00Z,PRJDB10185,SAMD00235761,GCA_016756655.1,"AP023447,AP023448,AP023449,AP023450,AP023451",Osaka Institute of Public Health,Complete,Illumina MiSeq; Oxford Nanopore,1117X,Flye v. 2.6,1,4,5,5487998,55.249184,5528,5376,human bile,2019,Japan,Japan:Osaka,"Human, Homo sapiens","The complete genome sequence of Enterobacter roggenkampii clinical isolate, OIPH-N260. This strain belongs to ST1059 and possesses 4 plasmids including the IncP6 plasmid carrying blaIMP-1 and blaGES-5, and the IncHI2 plasmid carrying mcr-9 gene.",,11.0,1059,roggenkampii,unchar-1;unchar-3
550.2832,Enterobacter cloacae strain RHBSTW-00399,550,Complete,RHBSTW-00399,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148601,GCA_013750175.1,"CP056560,CP056561,CP056562,CP056563",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,107.045699158051x,Unicycler v. v0.4.7,1,3,4,5265283,55.487804,5254,5044,Wastewater effluent sample,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",12.0,681,roggenkampii,unchar-3
158836.547,Enterobacter hormaechei strain Y233,158836,Complete,Y233,2020-03-01T00:00:00Z,PRJNA607390,SAMN14132375,GCA_011044215.1,"CP049046,CP049048,CP049049,CP049047",Wenzhou Medical University,Complete,PacBio RSII,100.0x,Canu v. v1.8,1,3,4,5187144,54.952995,5111,4874,,2007-01-31,China,China:Wenzhou,"Human, Homo sapiens","AAC(3)-IIg, a novel aminoglycoside resistance determinant and molecular characterization of AAC(3)-IIg-producing Enterobacter hormaechei Isolates from a Chinese teaching hospital",sample_type:single culture,4.0,461,,unchar-1
550.3323,Enterobacter cloacae MY490,550,Complete,MY490,2022-01-18T00:00:00Z,PRJNA633246,SAMN14938331,GCA_021496745.1,"CP053568,CP053570,CP053569",,Complete,Oxford Nanopore; Illumina HiSeq,100.0x,Canu v. 1.5,1,2,3,5531740,54.431263,5545,5284,,2019,China,China: Sichuan,Chicken,,collected_by:Rong Xiang,21.0,1,cloacae,unchar-1
158836.844,Enterobacter hormaechei strain UCI161,158836,Complete,UCI161,2020-08-29T00:00:00Z,PRJNA271899,SAMN08148208,GCA_014333275.1,CP060481,Broad Institute,Complete,Illumina,94x,AllPaths v. R48559,1,0,1,4802325,55.37869,4567,,,,USA,USA: CA,"Human, Homo sapiens",Sequencing of Carbapenem resistant bacteria Genome sequencing,"collected_by:University of California, Irvine",6.0,50,hormaechei-steigerwaltii-1,unchar-4
550.2261,Enterobacter cloacae strain EC-TO80,550,Complete,EC-TO80,2019-01-29T00:00:00Z,PRJEB27480,SAMEA4785257,GCA_900497145.1,"LS999206,LS999207",Leibniz-Institut DSMZ-Deutsche Sammlung von Mikro,Complete,,,,1,1,2,5014615,55.601715,4870,4748,,,,,,Genome sequencing of Enterobacter cloacae strain TO80,,6.0,89,hormaechei-steigerwaltii-1,unchar-3
158836.2354,Enterobacter hormaechei RHB44-SE-C02,158836,Complete,RHB44-SE-C02,2023-04-13T00:00:00Z,PRJNA605147,SAMN15488670,,"CP099316,CP099317",,,Illumina/Nanopore,202x,Unicycler v. v0.4.4,1,1,2,4822539,55.542877,4675,4545,Pooled sediment sample collected from floor of poultry farm,2017,United Kingdom,United Kingdom,,,"sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",6.0,864,hormaechei-steigerwaltii-1,
550.2773,Enterobacter cloacae strain 3849,550,Complete,3849,2020-05-05T00:00:00Z,PRJNA628587,SAMN14734641,GCA_012974405.1,"CP052870,CP052873,CP052871,CP052872,CP052874,CP052875",Charles University in Prague,Complete,PacBio Sequel,439.0x,Microbial Assembly v. SMRT Link v.8,1,5,6,5159156,54.7111,5095,4871,blood,2017-07-07,Italy,Italy: Milan,"Human, Homo sapiens",mcr-9 and vim-1 producing E.cloacae,collected_by:LTCF Golgi Redaelli,2.0,382,,unchar-1
158836.360,Enterobacter hormaechei strain EB_P6_L3_02.19,158836,Complete,EB_P6_L3_02.19,2019-09-18T00:00:00Z,PRJNA562727,SAMN12725416,GCA_008505035.1,"CP043853,CP043856,CP043854,CP043855",Public Health England,Complete,Oxford Nanopore MiniION; Illumina HiSeq,200.0x,miniasm v. 0.2 r168 dirty; Racon,1,3,4,5386437,54.95282,5475,5169,rectal screen,2019-02-27,United Kingdom,United Kingdom: London,"Human, Homo sapiens","This study examined the genetic environment of IMP carbapenemase genes among bacterial isolates from four London hospitals and a Welsh hospital. IMP carbapenemase genes, which hydrolyse carbapenem antibiotics, are relatively rare in the UK. However, in some hospitals they are problematic and are generally found in multiple strains and species, suggesting that they are present on mobile genetic element(s). This study examined isolates of Klebsiella pneumoniae, Klebsiella quasipneumoniae, Enterobacter cloacae complex, Klebsiella aerogenes and Citrobacter freundii in order to better understand the epidemiology of IMP positive isolates in relevant hospitals and to inform interventions to prevent further spread.",sample_type:pure culture,6.0,88,,unchar-3
1812935.100,Enterobacter roggenkampii strain STW0522-66,1812935,Complete,STW0522-66,2020-10-09T00:00:00Z,PRJDB9036,SAMD00195906,GCA_015136315.1,"AP022465,AP022466,AP022467,AP022468,AP022469,AP022470,AP022471,AP022472","Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",Complete,Sequel; NextSeq 500,513x,flye v. 2.5; minimap v. 0.2-r124; racon v.,1,7,8,5377515,55.69855,5257,5076,hospital sewage,2018-05-22,Japan,Japan:Tokyo,,"This project is related to metagenomic survey and genomic epidemiology analysis of antimicrobial resistance bacteria (in particular, carbapenem and/or beta-lactam resistant Enterobacteriaceae) in Japanese hospital sewage.",,12.0,166,roggenkampii,
61645.42,Enterobacter asburiae strain 35734,61645,Complete,35734,2015-08-18T00:00:00Z,PRJNA259658,SAMN03067419,GCF_000807415.2,JWRP00000000,JCVI,Complete,Pacbio RS II,8.38x,HGAP v. 2,1,3,4,5276896,55.68,5137,4755,Excreted bodily substance,2010,USA,Florida,"Human, Homo sapiens","Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Barry Kreiswirth,12.0,595,roggenkampii,
158836.2027,Enterobacter hormaechei strain 3131,158836,Complete,3131,2022-09-04T00:00:00Z,PRJNA836696,SAMN28174019,GCA_024918795.1,"CP103722,CP103723,CP103724,CP103725,CP103726",University of Texas MD Anderson Cancer Center,,Oxford Nanopore GridION,135x,Flye v. 2.8.3-b1695,1,4,5,5068472,55.31168,4976,4804,blood,2016-12-25,USA,USA: Houston,Homo sapiens,Repository of genomic data for carbapenem non-susceptible Enterobacterales infections at the University of Texas MD Anderson Cancer Center.,collected_by:MDACC,4.0,461,hormaechei-steigerwaltii-2,
158836.1537,Enterobacter hormaechei TUECL19003,158836,Complete,TUECL19003,2022-01-10T00:00:00Z,PRJNA791797,SAMN24425646,GCA_021398115.1,"CP090192,CP090193,CP090194,CP090195",,Complete,Illumina MiSeq; Oxford Nanopore MinION,100.0x,unicycler v. 0.4.8,1,3,4,5034377,54.9292,4907,4745,Pus,2018-04-07,Taiwan,Taiwan: Taichung,Homo sapiens,,collected_by:Tungs' Taichung MetroHarbor Hospital (TTMHH),2.0,78,hormaechei-hoffmannii-1,
158836.1479,Enterobacter hormaechei 683,158836,Complete,683,2022-01-21T00:00:00Z,PRJNA686144,SAMN17107971,GCA_021545705.1,"CP068251,CP068252",,Complete,Oxford Nanopore,110.0x,Unicycler v. v0.4.8,1,1,2,5394360,54.869835,5335,5101,blood,2019-10,China,China: Guangdong,Homo sapiens,,collected_by:Shenzhen People's Hospital,6.0,175,hormaechei-steigerwaltii-1,unchar-1;unchar-4
550.3207,Enterobacter cloacae strain SL264 strain Enterobacter cloacae SL264,550,Complete,Enterobacter cloacae SL264,2021-10-01T00:00:00Z,PRJDB11945,SAMD00389785,GCA_020886835.1,"AP024913,AP024914,AP024915","Department of Microbiology, Juntendo University",Complete,Oxford nanopore MinION; Illumina Miseq,104x,Unicycler v. 0.4.7,1,2,3,5069484,55.384354,4915,4789,,2018-04-25,Japan,Japan:Tokyo,Homo sapiens,The aim of this project is to analyze a transferrable IncL/M plasmid harboring a gene encoding IMP-1 metallo-beta-lactamase in three clinical isolates of Enterobacteriaceae from one patient.,"biomaterial_provider:St. Luke's International Hospital, Tokyo",6.0,175,hormaechei-steigerwaltii-1,unchar-4
158836.421,Enterobacter hormaechei strain EB_P9_L5_03.19,158836,Complete,EB_P9_L5_03.19,2019-10-09T00:00:00Z,PRJNA562727,SAMN12713636,GCA_008931785.1,"CP043766,CP043767,CP043768,CP043769",Public Health England,Complete,Oxford Nanopore MiniION; Illumina HiSeq,100.0x,mimiasm v. 0.2 r168; Racon x 3 v. 1.3.1;,1,3,4,5399449,54.805073,5488,5215,rectal swab,2019-03,United Kingdom,United Kingdom:London,"Human, Homo sapiens","This study examined the genetic environment of IMP carbapenemase genes among bacterial isolates from four London hospitals and a Welsh hospital. IMP carbapenemase genes, which hydrolyse carbapenem antibiotics, are relatively rare in the UK. However, in some hospitals they are problematic and are generally found in multiple strains and species, suggesting that they are present on mobile genetic element(s). This study examined isolates of Klebsiella pneumoniae, Klebsiella quasipneumoniae, Enterobacter cloacae complex, Klebsiella aerogenes and Citrobacter freundii in order to better understand the epidemiology of IMP positive isolates in relevant hospitals and to inform interventions to prevent further spread.",sample_type:Pure culture;collected_by:hospital in London,6.0,90,hormaechei-steigerwaltii-1,unchar-1
158836.1180,Enterobacter hormaechei strain Colony484,158836,Complete,Colony484,2021-07-19T00:00:00Z,PRJNA668870,SAMN17833495,GCA_019272975.1,CP078710,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,67.14x,idba_ud v. V1.1.3,1,0,1,5033927,56.176617,5092,,food,,Thailand,Thailand: Narathiwas,,Establishment capacity for Whole genome Sequencing for food-borne outbreaks in Thailand,"collected_by:Department of Disease Control, Ministry of Public Health",9.0,-1,,
61645.420,Enterobacter asburiae strain FDAARGOS 1432 strain Not applicable,61645,Complete,Not applicable,2021-06-28T00:00:00Z,PRJNA231221,SAMN16357574,GCA_019048485.1,"CP077411,CP077410,CP077412,CP077413",US Food and Drug Administration,Complete,Pacbio; Illumina,1482.15x,"SMRT v. 9.0.0, HGAP v. 4.0, SPAdes v.",1,3,4,4901371,55.582817,4730,4586,,,Germany,Germany: Braunschweig,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:DSMZ,14.0,-1,asburiae,
550.3158,Enterobacter cloacae strain ECl_1.VN,550,Complete,ECl_1.VN,2021-10-21T00:00:00Z,PRJNA769740,SAMN22169090,GCA_020540925.1,CP085080,Univeristy of Pretoria and National Health Laboratory Services,Complete,PacBio Sequel,90x,HGAP v. 2021,1,0,1,4918254,54.96308,4647,4529,rectal swab of pregnant women,2020-12-10,South Africa,South Africa: Pretoria,Homo sapiens,"This study aims to determine the epidemiology of Enterobacteriaceae resistant to antibiotics of last resort in pregnant women in labour at a tertiary hospital, Pretoria, South Africa. Rectal swabs shall be used to screen for colonisation with CRE and colistin-resistant Enterobacteriales in pregnant women during labour.Carbapenem and colistin-resistant Enterobacterales can cause the following infections: bacteraemia\; nosocomial pneumonia\; urinary tract infections, and intra-abdominal infections. Due to limited treatment options, infections caused by these multidrug-resistant organisms are associated with a mortality rate of 40-50%. Screening for colonisation of carbapenem-resistant Enterobacteriaceae (CRE) and colistin-resistant Enterobacteriaceae will help implement infection and prevention measures to limit the spread of these multidrug-resistant organisms.",collected_by:Virginia,21.0,-1,cloacae,
550.3040,Enterobacter cloacae strain En37,550,Complete,En37,2021-02-27T00:00:00Z,PRJDB11244,SAMD00282210,GCA_017347405.1,"AP024495,AP024496,AP024497",Rakuno Gakuen University,Complete,Illumina Miseq; Nanopore Minion,185x,Flye v. 2.8,1,2,3,5061258,55.77554,4975,4856,dogs,2015,Japan,Japan:Chiba,Canis lupus familiaris,The relationship between some antibiotics resistance and resistance gene in Enterobacter spp. has not been clarified. The purpose of this project is to clarify the relationship between antibiotic resistance and resistance genes using Enterobacter spp. derived from dogs.,,12.0,1576,roggenkampii,
158836.974,Enterobacter hormaechei strain Eho-2,158836,Complete,Eho-2,2020-12-10T00:00:00Z,PRJNA599404,SAMN13747508,GCA_015910365.1,"CP047757,CP047758,CP047759,CP047760,CP047761,CP047762,CP047763,CP047764",Public Health Ontario,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,7,8,5255756,54.983376,5236,5005,urine,2011-07-12,Canada,Canada:Ontario,,"Epidemiological and microbiological analyses of clinical and environmental Verona Integron encoded Metallo beta Lactamase producing Enterobacteriaceae isolates demonstrate spread to local healthcare facilities and contamination of environmental water in Southern Ontario, Canada, which is probably due to horizontal gene transfer and clonal spread of blaVIM carrying Enterobacter hormaechei.",collected_by:Public Health Ontario,4.0,93,hormaechei-steigerwaltii-2,
